REM,FF6(SFC)スタッフロール専用
START,29F78
END,0002A7F4
00,[NULL]
REM, デカ文字（名前部分）
40,A
42,B
44,C
46,D
48,E
4A,F
4C,G
4E,H
60,I
62,J
64,K
66,L
68,M
6A,N
6C,O
6E,P
80,Q
82,R
84,S
86,T
88,U
8A,V
8C,T
A0,Y
A2,Z
REM, 小さい文字(役職部分)
E0,A
E1,B
E2,C
E3,D
E4,E
E5,F
E6,G
E7,H
E8,I
E9,J
EA,K
EB,L
EC,M
ED,N
EE,O
EF,P
F0,Q
F1,R
F2,S
F3,T
F4,U
F5,V
F6,W
F7,X
F8,Y
F9,Z
FA,.
