REM,FF6(SFC)
REM,参考資料：https://w.atwiki.jp/ffbin/pages/5.html
START,000D0000
END,FF144
REM,通常テキスト0x000EB004まで
REM,戦闘メッセージ0x000FF144まで
REM,アイテム名など0x0026F6B0付近
00,[NULL]
01,[\n]
02,[SEQ]
03,ﾛｯｸ
04,ｶｲｴﾝ
REM,戦闘メッセージだとWAIT、それ以外だとｼｬﾄﾞｳ
05,[CMD 0 ｼｬﾄﾞｳ/WAIT]
06,ｴﾄﾞｶﾞｰ
07,[CMD 0 ﾏｯｼｭ/WAIT]
08,ｾﾘｽ
09,ｽﾄﾗｺﾞｽ
0A,ﾘﾙﾑ
0B,ｾｯﾂｧｰ
0C,ﾓｰｸﾞﾘ
0D,ｶﾞｳ
0E,ｺﾞｺﾞ
0F,ｳｰﾏﾛ
10, 
11,[CMD 0 WAIT11]
12,[CMD 0 自動送り]
13,[NULL]
14,[CMD 1 INDENT]
15,	
16,[CMD 1 WAIT16]
REM,17,[SEQ]
REM,18,[SEQ]
19,(%d)
1A,(アイテム)
1B,[SEQ]
1C,[SEQ]
1D,[SEQ]
1E,[SEQ]
1F,[SEQ]
20,バ
21,ば
22,ビ
23,び
24,ブ
25,ぶ
26,ベ
27,べ
28,ボ
29,ぼ
2A,ガ
2B,が
2C,ギ
2D,ぎ
2E,グ
2F,ぐ
30,ゲ
31,げ
32,ゴ
33,ご
34,ザ
35,ざ
36,ジ
37,じ
38,ズ
39,ず
3A,ゼ
3B,ぜ
3C,ゾ
3D,ぞ
3E,ダ
3F,だ
40,ヂ
41,ぢ
42,ヅ
43,づ
44,デ
45,で
46,ド
47,ど
48,ヴ
49,パ
4A,ぱ
4B,ピ
4C,ぴ
4D,プ
4E,ぷ
4F,ペ
50,ぺ
51,ポ
52,ぽ
53,0
54,1
55,2
56,3
57,4
58,5
59,6
5A,7
5B,8
5C,9
5D,Ｍ
5E,Ｈ
5F,Ｐ
60,ハ
61,は
62,ヒ
63,ひ
64,フ
65,ふ
66,ヘ
67,へ
68,ホ
69,ほ
6A,カ
6B,か
6C,キ
6D,き
6E,ク
6F,く
70,ケ
71,け
72,コ
73,こ
74,サ
75,さ
76,シ
77,し
78,ス
79,す
